G,viol_mean,viol_std,worst_mean,worst_std,stretch_mean,stretch_std
50,2.3333333333333335,1.8856180831641267,0.11598612906405564,0.008880203148766364,35.663558417023424,20.152082782911794
100,2.3333333333333335,1.8856180831641267,0.11560087334748477,0.008865821226880762,6.76379962937365,3.459167815356201
200,2.6666666666666665,1.699673171197595,0.11849966203858658,0.004934638639658371,4.384989081063906,1.7529650268078403
500,3.3333333333333335,1.8856180831641267,0.12177186375809702,0.008090576562045473,2.960464145698189,0.753914431573391
