method,viol_mean,viol_std,worst_mean,worst_std,stretch_mean,stretch_std
n0=9 nocorr,9.333333333333334,2.6246692913372702,0.18074439458844382,0.037201855004030025,1.5185773551297652,0.08258449540276305
n0=15 nocorr,8.333333333333334,2.6246692913372702,0.17260456802183058,0.0331178811706069,1.5189842835894893,0.0745016178648464
n0=20 nocorr,8.0,3.265986323710904,0.1726874367405189,0.025817315033057512,1.5119456598762,0.07025978067419185
