method,viol_mean,viol_std,worst_mean,worst_std,stretch_mean,stretch_std
lambda_fed n0=9,0.0,0.0,0.05008061543847533,0.001998899477401347,67.26661169285927,2.5472115802642854
per_site n0=9,1.3333333333333333,1.247219128924647,0.1118277539698324,0.011066629697286565,28.751657581362263,7.728397331620613
lambda_fed n0=15,0.3333333333333333,0.4714045207910317,0.07082024323668219,0.03084731106318352,46.70716140029407,31.437789924430565
per_site n0=15,2.6666666666666665,1.699673171197595,0.11849966203858658,0.004934638639658371,4.384989081063906,1.7529650268078403
lambda_fed n0=20,1.6666666666666667,0.9428090415820634,0.10974789421541563,0.01073427794173217,2.3304237602249787,0.15449860219167696
per_site n0=20,3.3333333333333335,2.6246692913372702,0.12480248350256207,0.009236621143211289,1.975847336692177,0.09385290120609711
